Player,Season,Age,PA,wOBA,wOBA_prev,Age_prev,PA_prev,wOBA_delta,PA_weight
abreujo02,2019,32,693,0.3621190130624093,0.35157509157509154,31,553,0.010543921487317753,553
abreujo02,2020,33,262,0.42494252873563215,0.3621190130624093,32,693,0.06282351567322286,262
abreujo02,2021,34,659,0.36403963414634144,0.42494252873563215,33,262,-0.06090289458929071,262
abreujo02,2022,35,679,0.36579025110782865,0.36403963414634144,34,659,0.0017506169614872058,659
abreujo02,2023,36,594,0.30096121416526145,0.36579025110782865,35,679,-0.0648290369425672,594
abreuto01,2010,26,201,0.24343283582089553,0.3136158192090396,23,178,-0.07018298338814405,178
ackledu01,2012,24,667,0.28330303030303033,0.3387733333333333,23,376,-0.05547030303030298,376
ackledu01,2013,25,423,0.297914691943128,0.28330303030303033,24,667,0.01461166164009764,423
ackledu01,2014,26,539,0.30451672862453527,0.297914691943128,25,423,0.006602036681407297,423
ackledu01,2015,27,204,0.2794607843137255,0.30451672862453527,26,539,-0.025055944310809763,204
acunaro01,2019,22,712,0.3871468926553673,0.39723711340206186,21,487,-0.010090220746694578,487
acunaro01,2020,23,202,0.4291,0.3871468926553673,22,712,0.0419531073446327,202
acunaro01,2021,24,360,0.42469273743016756,0.4291,23,202,-0.004407262569832426,202
acunaro01,2022,25,533,0.34291115311909265,0.42469273743016756,24,360,-0.0817815843110749,360
acunaro01,2023,26,735,0.4380327868852459,0.34291115311909265,25,533,0.09512163376615324,533
acunaro01,2024,27,222,0.3248648648648648,0.4380327868852459,26,735,-0.11316792202038106,222
adamewi01,2019,24,581,0.32496551724137934,0.3387774294670846,23,322,-0.01381191222570527,322
adamewi01,2020,25,205,0.35429268292682925,0.32496551724137934,24,581,0.029327165685449907,205
adamewi01,2021,26,413,0.38609223300970874,0.35429268292682925,25,205,0.03179955008287949,205
adamewi01,2022,27,617,0.3307491856677524,0.38609223300970874,26,413,-0.05534304734195633,413
adamewi01,2023,28,636,0.31752755905511815,0.3307491856677524,27,617,-0.013221626612634263,617
adamewi01,2024,29,688,0.34921167883211673,0.31752755905511815,28,636,0.03168411977699859,636
adamsma01,2014,26,563,0.34068100358422937,0.3652664576802508,25,319,-0.02458545409602142,319
adamsma01,2015,27,186,0.2905405405405405,0.34068100358422937,26,563,-0.050140463043688854,186
adamsma01,2016,28,327,0.3397239263803681,0.2905405405405405,27,186,0.049183385839827565,186
adamsma01,2017,29,314,0.3736569579288026,0.3397239263803681,28,327,0.03393303154843452,314
adamsma01,2018,30,277,0.3694545454545454,0.3736569579288026,29,314,-0.004202412474257178,277
adamsma01,2019,31,333,0.3224698795180723,0.3694545454545454,30,277,-0.0469846659364731,277
adamsri03,2023,27,157,0.3501910828025478,0.2504516129032258,26,155,0.09973946989932198,155
adamsru01,2006,26,277,0.26906137184115525,0.31371534195933454,25,542,-0.04465397011817929,277
adelljo01,2024,25,450,0.301358574610245,0.28017605633802817,23,284,0.021182518272216844,284
adriaeh01,2018,29,362,0.3021388888888889,0.3115760869565218,28,185,-0.00943719806763288,185
adriaeh01,2019,30,232,0.33917748917748913,0.3021388888888889,29,362,0.03703860028860023,232
adriaeh01,2021,32,208,0.3216826923076923,0.33917748917748913,30,232,-0.017494796869796825,208
agbaybe01,2001,30,338,0.3415976331360947,0.38419902912621356,29,414,-0.04260139599011886,338
aguilje01,2018,28,566,0.38426287744227355,0.3629354838709677,27,311,0.021327393571305864,311
aguilje01,2019,29,259,0.3105405405405406,0.38426287744227355,28,566,-0.07372233690173297,259
aguilje01,2020,30,216,0.3534722222222222,0.3105405405405406,29,259,0.0429316816816816,216
aguilje01,2021,31,505,0.34608782435129737,0.3534722222222222,30,216,-0.007384397870924819,216
aguilje01,2022,32,451,0.29715555555555556,0.34608782435129737,31,505,-0.04893226879574181,451
ahmedni01,2016,26,306,0.25544554455445545,0.28037527593818984,25,454,-0.024929731383734388,306
ahmedni01,2017,27,178,0.32017142857142855,0.25544554455445545,26,306,0.0647258840169731,178
ahmedni01,2018,28,563,0.30709447415329766,0.32017142857142855,27,178,-0.013076954418130893,178
ahmedni01,2019,29,624,0.3282315112540193,0.30709447415329766,28,563,0.021137037100721623,563
ahmedni01,2020,30,217,0.3233640552995391,0.3282315112540193,29,624,-0.004867455954480182,217
ahmedni01,2021,31,471,0.2777350427350428,0.3233640552995391,30,217,-0.04562901256449631,217
ahmedni01,2023,33,210,0.2505238095238095,0.2777350427350428,31,471,-0.02721123321123331,210
ahmedni01,2024,34,169,0.25964497041420115,0.2505238095238095,33,210,0.009121160890391666,169
akiyash01,2021,33,181,0.24972222222222223,0.305054945054945,32,182,-0.05533272283272278,181
alberha01,2020,28,229,0.30620087336244545,0.33018315018315025,27,547,-0.023982276820704806,229
alberha01,2021,29,251,0.301593625498008,0.30620087336244545,28,229,-0.004607247864437447,229
alberha01,2022,30,159,0.27163522012578617,0.301593625498008,29,251,-0.02995840537222183,159
albieoz01,2018,21,683,0.32937042459736454,0.3545679012345679,20,243,-0.025197476637203342,243
albieoz01,2019,22,702,0.37294540229885065,0.32937042459736454,21,683,0.043574977701486106,683
albieoz01,2021,24,686,0.34542397660818713,0.37294540229885065,22,702,-0.027521425690663515,686
albieoz01,2022,25,269,0.3068029739776951,0.34542397660818713,24,686,-0.03862100263049201,269
albieoz01,2023,26,658,0.3675457317073171,0.3068029739776951,25,269,0.060742757729621955,269
albieoz01,2024,27,435,0.31052873563218386,0.3675457317073171,26,658,-0.05701699607513322,435
alfarjo01,2019,26,465,0.32495689655172416,0.32948787061994605,25,377,-0.0045309740682218935,377
alfarjo01,2021,28,311,0.2782636655948553,0.32495689655172416,26,465,-0.046693230956868836,311
alfarjo01,2022,29,274,0.29317518248175184,0.2782636655948553,28,311,0.014911516886896514,274
alfoned01,2001,28,518,0.3214478764478764,0.4201848998459168,27,650,-0.09873702339804036,518
alfoned01,2002,29,562,0.3816787003610108,0.3214478764478764,28,518,0.06023082391313439,518
alfoned01,2003,30,583,0.32462867012089813,0.3816787003610108,29,562,-0.05705003024011268,562
alfoned01,2004,31,574,0.33699300699300705,0.32462867012089813,30,583,0.012364336872108916,574
alfoned01,2005,32,401,0.30115000000000003,0.33699300699300705,31,574,-0.03584300699300702,401
alicelu01,2001,36,415,0.30585542168674706,0.34167213114754097,35,611,-0.035816709460793905,415
alicelu01,2002,37,270,0.28464684014869884,0.30585542168674706,36,415,-0.02120858153804822,270
allengr01,2019,26,252,0.28561752988047806,0.2937412587412588,25,287,-0.008123728860780721,252
allenni02,2023,25,323,0.2473684210526316,0.24621875000000001,24,320,0.0011496710526315845,320
almonab01,2016,27,194,0.30310880829015546,0.3366836734693878,26,196,-0.03357486517923236,194
almonab01,2017,28,194,0.304020618556701,0.30310880829015546,27,194,9.118102665455208e-4,194
almonab01,2018,29,150,0.24786666666666662,0.304020618556701,28,194,-0.05615395189003436,150
almonab01,2021,32,175,0.3258857142857143,0.24786666666666662,29,150,0.07801904761904765,150
almoral01,2018,24,477,0.3101890756302521,0.3434796238244514,23,320,-0.0332905481941993,320
almoral01,2019,25,358,0.28923728813559324,0.3101890756302521,24,477,-0.02095178749465887,358
almoral01,2022,28,234,0.280982905982906,0.28923728813559324,25,358,-0.008254382152687256,234
alomaro01,2001,33,668,0.4158823529411765,0.3758651026392962,32,686,0.0400172503018803,668
alomaro01,2002,34,649,0.31803100775193793,0.4158823529411765,33,668,-0.09785134518923855,649
alomaro01,2003,35,288,0.3028571428571429,0.31803100775193793,34,649,-0.015173864894795053,288
alomaro01,2003,35,298,0.3123986486486487,0.3028571428571429,35,288,0.009541505791505811,288
alomasa02,2001,35,236,0.2825106382978723,0.32084432717678096,34,380,-0.038333688878908645,236
alomasa02,2002,36,175,0.3422285714285714,0.2825106382978723,35,236,0.059717933130699064,175
alomasa02,2003,37,199,0.299748743718593,0.3422285714285714,36,175,-0.04247982770997838,175
alomasa02,2004,38,161,0.2774842767295597,0.299748743718593,37,199,-0.022264466989033282,161
alonspe01,2020,26,239,0.3627234042553191,0.40719068413391557,25,693,-0.044467279878596444,239
alonspe01,2021,27,637,0.37732171156893823,0.3627234042553191,26,239,0.014598307313619108,239
alonspe01,2022,28,685,0.38521674140508216,0.37732171156893823,27,637,0.00789502983614393,637
alonspe01,2023,29,658,0.35972392638036815,0.38521674140508216,28,685,-0.02549281502471401,658
alonspe01,2024,30,695,0.3480752532561505,0.35972392638036815,29,658,-0.011648673124217634,658
alonsyo01,2013,26,375,0.3205945945945946,0.3352216748768473,25,618,-0.01462708028225268,375
alonsyo01,2014,27,288,0.2990592334494773,0.3205945945945946,26,375,-0.021535361145117282,288
alonsyo01,2015,28,402,0.3352380952380952,0.2990592334494773,27,288,0.0361788617886179,288
alonsyo01,2016,29,532,0.3045951035781544,0.3352380952380952,28,402,-0.030642991659940833,402
alonsyo01,2017,30,371,0.3963561643835617,0.3045951035781544,29,532,0.0917610608054073,371
alonsyo01,2017,30,150,0.35153333333333336,0.3963561643835617,30,371,-0.04482283105022833,150
alonsyo01,2018,31,574,0.3254624781849913,0.35153333333333336,30,150,-0.026070855148342065,150
alonsyo01,2019,32,251,0.26582329317269077,0.3254624781849913,31,574,-0.05963918501230053,251
aloumo01,2001,35,581,0.4197001763668431,0.44641325536062376,34,517,-0.02671307899378067,517
aloumo01,2002,36,534,0.3366415094339623,0.4197001763668431,35,581,-0.08305866693288078,534
aloumo01,2003,37,638,0.3641521394611727,0.3366415094339623,36,534,0.02751063002721038,534
aloumo01,2004,38,675,0.3961664190193165,0.3641521394611727,37,638,0.03201427955814379,638
aloumo01,2005,39,490,0.40059304703476484,0.3961664190193165,38,675,0.004426628015448353,490
aloumo01,2006,40,378,0.39747340425531913,0.40059304703476484,39,490,-0.0031196427794457082,378
aloumo01,2007,41,360,0.4040281690140845,0.39747340425531913,40,378,0.0065547647587653746,360
altheaa01,2016,25,227,0.2756444444444444,0.35724999999999996,24,160,-0.08160555555555554,160
altheaa01,2017,26,412,0.372609756097561,0.2756444444444444,25,227,0.09696531165311656,227
altheaa01,2018,27,285,0.28585964912280704,0.372609756097561,26,412,-0.08675010697475394,285
altuvjo01,2012,22,626,0.32725239616613416,0.2887772925764192,21,229,0.038475103589714954,229
altuvjo01,2013,23,668,0.3021719457013575,0.32725239616613416,22,626,-0.025080450464776638,626
altuvjo01,2014,24,706,0.3679685264663806,0.3021719457013575,23,668,0.0657965807650231,668
altuvjo01,2015,25,686,0.3591740412979351,0.3679685264663806,24,706,-0.008794485168445498,686
altuvjo01,2016,26,714,0.408719772403983,0.3591740412979351,25,686,0.049545731106047874,686
altuvjo01,2017,27,661,0.41768996960486326,0.408719772403983,26,714,0.00897019720088027,661
altuvjo01,2018,28,596,0.373125,0.41768996960486326,27,661,-0.04456496960486328,596
altuvjo01,2019,29,547,0.38943327239488124,0.373125,28,596,0.01630827239488125,547
altuvjo01,2020,30,210,0.2823809523809524,0.38943327239488124,29,547,-0.10705232001392884,210
altuvjo01,2021,31,677,0.3671364985163205,0.2823809523809524,30,210,0.08475554613536812,210
altuvjo01,2022,32,604,0.402093023255814,0.3671364985163205,31,677,0.034956524739493455,604
altuvjo01,2023,33,410,0.3991463414634146,0.402093023255814,32,604,-0.002946681792399375,410
altuvjo01,2024,34,682,0.3501470588235294,0.3991463414634146,33,410,-0.04899928263988518,410
alvarfr01,2024,23,342,0.3134502923976608,0.3162884160756501,22,423,-0.0028381236779893015,342
alvarpe01,2011,24,261,0.2578461538461539,0.34496103896103897,23,386,-0.08711488511488508,261
alvarpe01,2012,25,586,0.3456896551724138,0.2578461538461539,24,261,0.0878435013262599,261
alvarpe01,2013,26,614,0.33785831960461293,0.3456896551724138,25,586,-0.007831335567800857,586
alvarpe01,2014,27,445,0.3230523917995444,0.33785831960461293,26,614,-0.014805927805068508,445
alvarpe01,2015,28,491,0.34939834024896266,0.3230523917995444,27,445,0.026345948449418233,445
alvarpe01,2016,29,376,0.3586933333333333,0.34939834024896266,28,491,0.00929499308437065,376
alvaryo01,2021,24,598,0.3812268907563026,0.45778082191780817,22,369,-0.07655393116150555,369
alvaryo01,2022,25,561,0.44121376811594204,0.3812268907563026,24,598,0.05998687735963942,561
alvaryo01,2023,26,496,0.43,0.44121376811594204,25,561,-0.011213768115942047,496
alvaryo01,2024,27,635,0.4246203554119548,0.43,26,496,-0.005379644588045185,496
amarial01,2013,24,393,0.2763775510204082,0.2930716723549488,23,294,-0.016694121334540624,294
amarial01,2014,25,458,0.27167770419426046,0.2763775510204082,24,393,-0.004699846826147713,393
amarial01,2015,26,354,0.24677142857142859,0.27167770419426046,25,458,-0.024906275622831875,354
amarial01,2017,28,175,0.2734857142857143,0.24677142857142859,26,354,0.02671428571428569,175
amayami01,2024,25,358,0.2862290502793296,0.3141290322580645,24,155,-0.02789998197873489,155
amezaal01,2007,29,444,0.30358108108108106,0.30408719346049046,28,371,-5.061123794093958e-4,371
amezaal01,2008,30,333,0.3026204819277109,0.30358108108108106,29,444,-9.605991533701563e-4,333
anderbr01,2001,37,499,0.2848888888888889,0.35824013157894735,36,613,-0.07335124269005844,499
anderbr03,2008,26,191,0.30837696335078535,0.29034912718204486,24,403,0.018027836168740485,191
anderbr03,2009,27,208,0.29307692307692307,0.30837696335078535,26,191,-0.015300040273862281,191
anderbr06,2019,26,520,0.35589595375722544,0.3394311377245509,25,670,0.016464816032674523,520
anderbr06,2020,27,229,0.3578508771929825,0.35589595375722544,26,520,0.001954923435757039,229
anderbr06,2021,28,264,0.324618320610687,0.3578508771929825,27,229,-0.03323255658229546,229
anderbr06,2022,29,383,0.29871391076115483,0.324618320610687,28,264,-0.025904409849532184,264
anderbr06,2023,30,361,0.3031578947368421,0.29871391076115483,29,383,0.004443983975687293,361
anderga01,2001,29,704,0.3449285714285715,0.356962962962963,28,680,-0.012034391534391509,680
anderga01,2002,30,678,0.37902548725637186,0.3449285714285715,29,704,0.03409691582780039,678
anderga01,2003,31,673,0.3874962292609351,0.37902548725637186,30,678,0.008470742004563214,673
anderga01,2004,32,475,0.35046908315565034,0.3874962292609351,31,673,-0.037027146105284736,475
anderga01,2005,33,603,0.32800000000000007,0.35046908315565034,32,475,-0.02246908315565027,475
anderga01,2006,34,588,0.3365164644714038,0.32800000000000007,33,603,0.00851646447140375,588
anderga01,2007,35,450,0.36476190476190473,0.3365164644714038,34,588,0.02824544029050091,450
anderga01,2008,36,593,0.3345826235093697,0.36476190476190473,35,450,-0.03017928125253505,450
anderga01,2009,37,534,0.30907894736842106,0.3345826235093697,36,593,-0.025503676140948617,534
anderga01,2010,38,162,0.20993788819875778,0.30907894736842106,37,534,-0.09914105916966329,162
anderma02,2001,27,564,0.3361896243291592,0.26545977011494254,26,174,0.07072985421421668,174
anderma02,2002,28,590,0.3155381944444444,0.3361896243291592,27,564,-0.0206514298847148,564
anderma02,2003,29,531,0.31532319391634983,0.3155381944444444,28,590,-2.150005280945888e-4,531
anderma02,2004,30,271,0.28385185185185186,0.31532319391634983,29,531,-0.031471342064497976,271
anderma02,2005,31,256,0.3133203125,0.28385185185185186,30,271,0.02946846064814812,256
anderma02,2006,32,236,0.3323404255319149,0.3133203125,31,256,0.01902011303191492,236
anderti01,2017,24,604,0.2961754966887417,0.32131764705882354,23,425,-0.02514215037008183,425
anderti01,2018,25,604,0.3017441860465117,0.2961754966887417,24,604,0.005568689357769996,604
anderti01,2019,26,518,0.37660231660231663,0.3017441860465117,25,604,0.07485813055580492,518
anderti01,2020,27,221,0.384524886877828,0.37660231660231663,26,518,0.007922570275511354,221
anderti01,2021,28,551,0.35276363636363645,0.384524886877828,27,221,-0.03176125051419154,221
anderti01,2022,29,351,0.32702857142857145,0.35276363636363645,28,551,-0.025735064935065,351
anderti01,2023,30,524,0.26202290076335877,0.32702857142857145,29,351,-0.06500567066521268,351
anderti01,2024,31,241,0.20941908713692944,0.26202290076335877,30,524,-0.052603813626429324,241
andinro01,2011,27,502,0.30211155378486054,0.25509345794392524,25,215,0.0470180958409353,215
andinro01,2012,28,424,0.26698113207547175,0.30211155378486054,27,502,-0.03513042170938879,424
andruel01,2010,22,657,0.29602739726027405,0.3126654064272212,21,529,-0.016638009166947132,529
andruel01,2011,23,649,0.31848998459167954,0.29602739726027405,22,657,0.022462587331405492,649
andruel01,2012,24,694,0.3243659942363113,0.31848998459167954,23,649,0.005876009644631752,649
andruel01,2013,25,682,0.2973568281938326,0.3243659942363113,24,694,-0.027009166042478716,682
andruel01,2014,26,675,0.2895111111111111,0.2973568281938326,25,682,-0.00784571708272147,675
andruel01,2015,27,653,0.29615030674846626,0.2895111111111111,26,675,0.006639195637355155,653
andruel01,2016,28,564,0.3524021352313168,0.29615030674846626,27,653,0.05625182848285054,564
andruel01,2017,29,688,0.3520494186046511,0.3524021352313168,28,564,-3.527166266656945e-4,564
andruel01,2018,30,428,0.30004672897196266,0.3520494186046511,29,688,-0.05200268963268845,428
andruel01,2019,31,648,0.31049459041731065,0.30004672897196266,30,428,0.010447861445347983,428
andruel01,2021,33,538,0.2761007462686567,0.31049459041731065,31,648,-0.03439384414865393,538
andruel01,2022,34,191,0.3375392670157068,0.2761007462686567,33,538,0.061438520747050085,191
andruel01,2022,34,386,0.2997409326424871,0.3375392670157068,34,191,-0.03779833437321972,191
andruel01,2023,35,405,0.2954950495049505,0.2997409326424871,34,386,-0.004245883137536599,386
andujmi01,2021,26,162,0.29358024691358026,0.36990066225165563,23,606,-0.07632041533807538,162
andujmi01,2024,29,319,0.3089655172413794,0.29358024691358026,26,162,0.015385270327799128,162
ankieri01,2008,29,463,0.368,0.36857142857142855,28,189,-5.714285714285561e-4,189
ankieri01,2009,30,404,0.298475,0.368,29,463,-0.069525,404
ankieri01,2011,32,412,0.2942335766423358,0.298475,30,404,-0.004241423357664198,404
ankieri01,2012,33,170,0.30916167664670663,0.2942335766423358,32,412,0.014928100004370837,170
aokino01,2013,31,666,0.32711278195488724,0.34760344827586204,30,581,-0.020490666320974793,581
aokino01,2014,32,541,0.31892791127541587,0.32711278195488724,31,666,-0.008184870679471379,541
aokino01,2015,33,391,0.3289002557544757,0.31892791127541587,32,541,0.009972344479059814,391
aokino01,2016,34,461,0.3293709327548807,0.3289002557544757,33,391,4.706770004050398e-4,391
aokino01,2017,35,223,0.30833333333333335,0.3293709327548807,34,461,-0.02103759942154737,223
aquinar01,2021,27,204,0.31599009900990094,0.3842152466367713,25,225,-0.06822514762687037,204
aquinar01,2022,28,276,0.26869565217391306,0.31599009900990094,27,204,-0.04729444683598788,204
arciaor01,2017,23,546,0.32817504655493485,0.27935185185185185,22,216,0.048823194703082995,216
arciaor01,2018,24,365,0.25687671232876713,0.32817504655493485,23,546,-0.07129833422616771,365
arciaor01,2019,25,544,0.28432282003710574,0.25687671232876713,24,365,0.027446107708338607,365
arciaor01,2020,26,189,0.3228042328042328,0.28432282003710574,25,544,0.03848141276712708,189
arciaor01,2022,28,234,0.3232051282051282,0.3228042328042328,26,189,4.0089540089538467e-4,189
arciaor01,2023,29,533,0.32636022514071295,0.3232051282051282,28,234,0.0031550969355847447,234
arciaor01,2024,30,601,0.27703333333333335,0.32636022514071295,29,533,-0.04932689180737959,533
arciaos01,2014,23,410,0.33182266009852207,0.3225661375661376,22,378,0.009256522532384459,378
arenano01,2014,23,466,0.3583870967741936,0.3098434442270059,22,512,0.04854365254718773,466
arenano01,2015,24,665,0.38949386503067485,0.3583870967741936,23,466,0.031106768256481232,466
arenano01,2016,25,696,0.4047084548104956,0.38949386503067485,24,665,0.015214589779820764,665
arenano01,2017,26,678,0.41600896860986547,0.4047084548104956,25,696,0.01130051379936986,678
arenano01,2018,27,672,0.40809667673716016,0.41600896860986547,26,678,-0.007912291872705313,672
arenano01,2019,28,662,0.41960061443932417,0.40809667673716016,27,672,0.011503937702164013,662
arenano01,2020,29,201,0.3252020202020202,0.41960061443932417,28,662,-0.09439859423730396,201
arenano01,2021,30,653,0.3524031007751938,0.3252020202020202,29,201,0.02720108057317361,201
arenano01,2022,31,620,0.38732576985413286,0.3524031007751938,30,653,0.03492266907893904,620
arenano01,2023,32,612,0.33914332784184514,0.38732576985413286,31,620,-0.04818244201228772,612
arenano01,2024,33,634,0.3192879746835443,0.33914332784184514,32,612,-0.019855353158300837,612
arencjp01,2012,26,371,0.30954054054054053,0.315527950310559,25,486,-0.0059874097700184925,371
arencjp01,2013,27,497,0.25897384305835014,0.30954054054054053,26,371,-0.05056669748219039,371
arencjp01,2014,28,222,0.268018018018018,0.25897384305835014,27,497,0.009044174959667861,222
ariasal01,2001,34,157,0.29410256410256413,0.2562857142857143,33,177,0.03781684981684985,157
ariasga01,2024,24,161,0.2664596273291926,0.27994202898550724,23,345,-0.013482401656314646,161
ariasjo01,2013,29,232,0.27645021645021645,0.3069526627218935,28,342,-0.03050244627167703,232
ariasjo01,2014,30,203,0.26144278606965177,0.27645021645021645,29,232,-0.01500743038056468,203
arozara01,2022,27,645,0.34010886469673407,0.3605333333333333,26,604,-0.020424468636599247,604
arozara01,2023,28,654,0.35222052067381315,0.34010886469673407,27,645,0.012111655977079083,645
arozara01,2024,29,239,0.33284518828451887,0.35222052067381315,28,654,-0.019375332389294286,239
arozara01,2024,29,409,0.3183374083129584,0.33284518828451887,29,239,-0.014507779971560442,239
arraelu01,2021,24,479,0.32811320754716977,0.3718904109589041,22,366,-0.043777203411734356,366
arraelu01,2022,25,603,0.35410981697171384,0.32811320754716977,24,479,0.02599660942454407,479
arraelu01,2023,26,616,0.3851320132013202,0.35410981697171384,25,603,0.031022196229606336,603
arraelu01,2024,27,523,0.33132692307692313,0.3851320132013202,26,616,-0.05380509012439705,523
arroych01,2022,27,298,0.3256756756756757,0.33882681564245815,26,179,-0.013151139966782466,179
arroych01,2023,28,205,0.2784878048780488,0.3256756756756757,27,298,-0.047187870797626874,205
ascheco01,2014,24,431,0.31234192037470726,0.3108522727272727,23,179,0.0014896476474345333,179
ascheco01,2015,25,456,0.30562913907284767,0.31234192037470726,24,431,-0.006712781301859594,431
ascheco01,2016,26,218,0.283394495412844,0.30562913907284767,25,456,-0.02223464366000366,218
astudwi01,2021,30,216,0.2781018518518519,0.29754901960784313,28,204,-0.019447167755991257,204
asuajca01,2018,27,217,0.2611111111111111,0.3121893491124261,26,338,-0.051078238001314946,217
atkinga01,2006,27,695,0.42065312046444125,0.3417832167832168,26,573,0.07886990368122443,573
atkinga01,2007,28,684,0.3728781204111601,0.42065312046444125,27,695,-0.04777500005328117,684
atkinga01,2008,29,664,0.3392620481927711,0.3728781204111601,28,684,-0.03361607221838897,664
atkinga01,2009,30,399,0.2949874055415617,0.3392620481927711,29,664,-0.044274642651209395,399
atkinga01,2010,31,152,0.2555921052631579,0.2949874055415617,30,399,-0.03939530027840382,152
aurilri01,2001,30,686,0.4067982456140351,0.34488495575221234,29,567,0.06191328986182276,567
aurilri01,2002,31,586,0.31423208191126284,0.4067982456140351,30,686,-0.09256616370277226,586
aurilri01,2003,32,545,0.32385321100917436,0.31423208191126284,31,586,0.009621129097911518,545
aurilri01,2004,33,157,0.3175796178343949,0.32385321100917436,32,545,-0.006273593174779435,157
aurilri01,2004,33,286,0.2893684210526316,0.3175796178343949,33,157,-0.028211196781763315,157
aurilri01,2005,34,467,0.34449462365591405,0.2893684210526316,33,286,0.05512620260328244,286
aurilri01,2006,35,479,0.3759832635983264,0.34449462365591405,34,467,0.031488639942412355,467
aurilri01,2007,36,358,0.29876750700280114,0.3759832635983264,35,479,-0.07721575659552526,358
aurilri01,2008,37,440,0.331605504587156,0.29876750700280114,36,358,0.03283799758435485,358
ausmubr01,2001,32,455,0.2814031180400891,0.32633333333333336,31,600,-0.04493021529324426,455
ausmubr01,2002,33,494,0.3046028513238289,0.2814031180400891,32,455,0.02319973328373981,455
ausmubr01,2003,34,505,0.2721230158730159,0.3046028513238289,33,494,-0.03247983545081301,494
ausmubr01,2004,35,441,0.2914186046511628,0.2721230158730159,34,505,0.01929558877814691,441
ausmubr01,2005,36,444,0.3179816513761468,0.2914186046511628,35,441,0.026563046724983996,441
ausmubr01,2006,37,493,0.27391038696537673,0.3179816513761468,36,444,-0.044071264410770083,444
ausmubr01,2007,38,393,0.29417948717948716,0.27391038696537673,37,493,0.020269100214110436,393
ausmubr01,2008,39,244,0.2787966804979253,0.29417948717948716,38,393,-0.015382806681561889,244
avilaal01,2011,24,548,0.39500927643784783,0.29801204819277105,23,332,0.09699722824507678,332
avilaal01,2012,25,432,0.3327209302325581,0.39500927643784783,24,548,-0.062288346205289724,432
avilaal01,2013,26,378,0.31002645502645504,0.3327209302325581,25,432,-0.02269447520610307,378
avilaal01,2014,27,456,0.3111428571428571,0.31002645502645504,26,378,0.001116402116402071,378
avilaal01,2015,28,218,0.2963302752293578,0.3111428571428571,27,456,-0.014812581913499323,218
avilaal01,2016,29,209,0.33363636363636356,0.2963302752293578,28,218,0.03730608840700578,209
avilaal01,2017,30,264,0.38656488549618323,0.33363636363636356,29,209,0.052928521859819666,209
avilaal01,2018,31,234,0.28224137931034476,0.38656488549618323,30,264,-0.10432350618583847,234
avilaal01,2019,32,201,0.3595360824742268,0.28224137931034476,31,234,0.07729470316388204,201
avilemi01,2010,29,448,0.32875000000000004,0.36654462242562924,27,441,-0.0377946224256292,441
avilemi01,2011,30,199,0.2842211055276382,0.32875000000000004,29,448,-0.04452889447236186,199
avilemi01,2012,31,543,0.2902394106813997,0.2842211055276382,30,199,0.006018305153761505,199
avilemi01,2013,32,387,0.28447028423772613,0.2902394106813997,31,543,-0.005769126443673556,387
avilemi01,2014,33,363,0.2705234159779615,0.28447028423772613,32,387,-0.013946868259764655,363
avilemi01,2015,34,312,0.2692307692307692,0.2705234159779615,33,363,-0.001292646747192261,312
